"","grid_type","game_id","game_event_id","player_id","player_name","team_id","team_name","period","minutes_remaining","seconds_remaining","event_type","action_type","shot_type","shot_zone_basic","shot_zone_area","shot_zone_range","shot_distance","loc_x","loc_y","shot_attempted_flag","shot_made_flag","game_date","htm","vtm","shot_made_numeric","shot_value"
"1","Shot Chart Detail","0021500002","11","2544","LeBron James","1610612739","Cleveland Cavaliers","1","10","28","Made Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","16-24 ft.",20,-19.1,11.75,1,"made","20151027","CHI","CLE",1,2
"2","Shot Chart Detail","0021500002","16","2544","LeBron James","1610612739","Cleveland Cavaliers","1","9","47","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Center(C)","16-24 ft.",21,1.9,26.65,1,"missed","20151027","CHI","CLE",0,2
"3","Shot Chart Detail","0021500002","19","2544","LeBron James","1610612739","Cleveland Cavaliers","1","9","16","Missed Shot","Fadeaway Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",7,-2.7,11.75,1,"missed","20151027","CHI","CLE",0,2
"4","Shot Chart Detail","0021500002","24","2544","LeBron James","1610612739","Cleveland Cavaliers","1","9","2","Made Shot","Running Dunk Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0,5.35,1,"made","20151027","CHI","CLE",1,2
"5","Shot Chart Detail","0021500002","35","2544","LeBron James","1610612739","Cleveland Cavaliers","1","7","57","Made Shot","Alley Oop Layup shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,1.9,7.35,1,"made","20151027","CHI","CLE",1,2
"6","Shot Chart Detail","0021500002","96","2544","LeBron James","1610612739","Cleveland Cavaliers","1","2","42","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",23,-9.2,26.55,1,"missed","20151027","CHI","CLE",0,2
"7","Shot Chart Detail","0021500002","131","2544","LeBron James","1610612739","Cleveland Cavaliers","1","1","20","Made Shot","Cutting Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,2.2,5.95,1,"made","20151027","CHI","CLE",1,2
"8","Shot Chart Detail","0021500002","168","2544","LeBron James","1610612739","Cleveland Cavaliers","2","9","48","Missed Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,-2.2,6.55,1,"missed","20151027","CHI","CLE",0,2
"9","Shot Chart Detail","0021500002","182","2544","LeBron James","1610612739","Cleveland Cavaliers","2","8","36","Missed Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",24,11.5,27.05,1,"missed","20151027","CHI","CLE",0,3
"10","Shot Chart Detail","0021500002","184","2544","LeBron James","1610612739","Cleveland Cavaliers","2","8","26","Missed Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,-1.2,7.35,1,"missed","20151027","CHI","CLE",0,2
"11","Shot Chart Detail","0021500002","205","2544","LeBron James","1610612739","Cleveland Cavaliers","2","7","8","Made Shot","Running Finger Roll Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,0.4,6.55,1,"made","20151027","CHI","CLE",1,2
"12","Shot Chart Detail","0021500002","284","2544","LeBron James","1610612739","Cleveland Cavaliers","2","0","34","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-17.8,24.05,1,"missed","20151027","CHI","CLE",0,3
"13","Shot Chart Detail","0021500002","288","2544","LeBron James","1610612739","Cleveland Cavaliers","2","0","1","Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",26,-10.7,29.95,1,"made","20151027","CHI","CLE",1,3
"14","Shot Chart Detail","0021500002","295","2544","LeBron James","1610612739","Cleveland Cavaliers","3","11","38","Made Shot","Driving Reverse Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,2,5.55,1,"made","20151027","CHI","CLE",1,2
"15","Shot Chart Detail","0021500002","299","2544","LeBron James","1610612739","Cleveland Cavaliers","3","10","57","Made Shot","Running Reverse Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,1.9,6.05,1,"made","20151027","CHI","CLE",1,2
"16","Shot Chart Detail","0021500002","450","2544","LeBron James","1610612739","Cleveland Cavaliers","4","8","32","Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,-2.2,5.55,1,"made","20151027","CHI","CLE",1,2
"17","Shot Chart Detail","0021500002","453","2544","LeBron James","1610612739","Cleveland Cavaliers","4","7","59","Made Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",21,-8.3,25.05,1,"made","20151027","CHI","CLE",1,2
"18","Shot Chart Detail","0021500002","457","2544","LeBron James","1610612739","Cleveland Cavaliers","4","7","34","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",24,-8.6,28.45,1,"missed","20151027","CHI","CLE",0,3
"19","Shot Chart Detail","0021500002","482","2544","LeBron James","1610612739","Cleveland Cavaliers","4","5","32","Made Shot","Driving Floating Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",6,6.6,5.45,1,"made","20151027","CHI","CLE",1,2
"20","Shot Chart Detail","0021500002","500","2544","LeBron James","1610612739","Cleveland Cavaliers","4","4","40","Made Shot","Driving Floating Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",5,-0.7,10.45,1,"made","20151027","CHI","CLE",1,2
"21","Shot Chart Detail","0021500002","521","2544","LeBron James","1610612739","Cleveland Cavaliers","4","3","0","Missed Shot","Jump Shot","3PT Field Goal","Left Corner 3","Left Side(L)","24+ ft.",24,-24,6.35,1,"missed","20151027","CHI","CLE",0,3
"22","Shot Chart Detail","0021500002","556","2544","LeBron James","1610612739","Cleveland Cavaliers","4","0","3","Missed Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,2.2,6.35,1,"missed","20151027","CHI","CLE",0,2
"23","Shot Chart Detail","0021500011","25","2544","LeBron James","1610612739","Cleveland Cavaliers","1","8","45","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Right Side(R)","8-16 ft.",15,13.2,12.95,1,"missed","20151028","MEM","CLE",0,2
"24","Shot Chart Detail","0021500011","32","2544","LeBron James","1610612739","Cleveland Cavaliers","1","7","57","Made Shot","Running Dunk Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0,5.35,1,"made","20151028","MEM","CLE",1,2
"25","Shot Chart Detail","0021500011","93","2544","LeBron James","1610612739","Cleveland Cavaliers","1","2","32","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,15.5,25.05,1,"missed","20151028","MEM","CLE",0,3
"26","Shot Chart Detail","0021500011","110","2544","LeBron James","1610612739","Cleveland Cavaliers","1","0","23","Made Shot","Alley Oop Layup shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0.2,4.65,1,"made","20151028","MEM","CLE",1,2
"27","Shot Chart Detail","0021500011","113","2544","LeBron James","1610612739","Cleveland Cavaliers","1","0","0","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Center(C)","8-16 ft.",15,-7.9,19.15,1,"missed","20151028","MEM","CLE",0,2
"28","Shot Chart Detail","0021500011","192","2544","LeBron James","1610612739","Cleveland Cavaliers","2","5","40","Missed Shot","Step Back Jump shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",19,-8.9,22.65,1,"missed","20151028","MEM","CLE",0,2
"29","Shot Chart Detail","0021500011","226","2544","LeBron James","1610612739","Cleveland Cavaliers","2","1","29","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",14,-14,2.35,1,"missed","20151028","MEM","CLE",0,2
"30","Shot Chart Detail","0021500011","262","2544","LeBron James","1610612739","Cleveland Cavaliers","3","8","41","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Right Side(R)","16-24 ft.",20,20,9.05,1,"missed","20151028","MEM","CLE",0,2
"31","Shot Chart Detail","0021500011","266","2544","LeBron James","1610612739","Cleveland Cavaliers","3","8","5","Made Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,1,5.55,1,"made","20151028","MEM","CLE",1,2
"32","Shot Chart Detail","0021500011","268","2544","LeBron James","1610612739","Cleveland Cavaliers","3","7","31","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",24,-18.1,21.65,1,"missed","20151028","MEM","CLE",0,3
"33","Shot Chart Detail","0021500011","290","2544","LeBron James","1610612739","Cleveland Cavaliers","3","4","55","Made Shot","Step Back Jump shot","2PT Field Goal","Mid-Range","Left Side(L)","16-24 ft.",20,-19.7,10.85,1,"made","20151028","MEM","CLE",1,2
"34","Shot Chart Detail","0021500011","302","2544","LeBron James","1610612739","Cleveland Cavaliers","3","3","55","Missed Shot","Pullup Jump shot","2PT Field Goal","Mid-Range","Center(C)","16-24 ft.",20,1,25.25,1,"missed","20151028","MEM","CLE",0,2
"35","Shot Chart Detail","0021500011","402","2544","LeBron James","1610612739","Cleveland Cavaliers","4","8","2","Missed Shot","Jump Shot","3PT Field Goal","Right Corner 3","Right Side(R)","24+ ft.",23,23.2,8.35,1,"missed","20151028","MEM","CLE",0,3
"36","Shot Chart Detail","0021500021","15","2544","LeBron James","1610612739","Cleveland Cavaliers","1","10","30","Made Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-1.7,5.95,1,"made","20151030","CLE","MIA",1,2
"37","Shot Chart Detail","0021500021","18","2544","LeBron James","1610612739","Cleveland Cavaliers","1","9","53","Made Shot","Turnaround Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",5,1.2,10.85,1,"made","20151030","CLE","MIA",1,2
"38","Shot Chart Detail","0021500021","35","2544","LeBron James","1610612739","Cleveland Cavaliers","1","8","3","Missed Shot","Reverse Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,-1.9,5.95,1,"missed","20151030","CLE","MIA",0,2
"39","Shot Chart Detail","0021500021","89","2544","LeBron James","1610612739","Cleveland Cavaliers","1","4","39","Made Shot","Step Back Jump shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",7,-2,12.25,1,"made","20151030","CLE","MIA",1,2
"40","Shot Chart Detail","0021500021","94","2544","LeBron James","1610612739","Cleveland Cavaliers","1","4","1","Made Shot","Turnaround Fadeaway shot","2PT Field Goal","Mid-Range","Right Side(R)","8-16 ft.",12,12.3,6.85,1,"made","20151030","CLE","MIA",1,2
"41","Shot Chart Detail","0021500021","163","2544","LeBron James","1610612739","Cleveland Cavaliers","2","10","8","Made Shot","Turnaround Fadeaway shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",13,-13.3,7.85,1,"made","20151030","CLE","MIA",1,2
"42","Shot Chart Detail","0021500021","166","2544","LeBron James","1610612739","Cleveland Cavaliers","2","9","47","Made Shot","Driving Bank shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",9,-8.8,7.35,1,"made","20151030","CLE","MIA",1,2
"43","Shot Chart Detail","0021500021","180","2544","LeBron James","1610612739","Cleveland Cavaliers","2","8","35","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",26,-4.5,30.95,1,"missed","20151030","CLE","MIA",0,3
"44","Shot Chart Detail","0021500021","212","2544","LeBron James","1610612739","Cleveland Cavaliers","2","5","37","Missed Shot","Tip Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-1.2,5.45,1,"missed","20151030","CLE","MIA",0,2
"45","Shot Chart Detail","0021500021","224","2544","LeBron James","1610612739","Cleveland Cavaliers","2","4","10","Made Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","16-24 ft.",18,-17.6,11.35,1,"made","20151030","CLE","MIA",1,2
"46","Shot Chart Detail","0021500021","226","2544","LeBron James","1610612739","Cleveland Cavaliers","2","3","48","Made Shot","Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",5,-1.7,10.85,1,"made","20151030","CLE","MIA",1,2
"47","Shot Chart Detail","0021500021","244","2544","LeBron James","1610612739","Cleveland Cavaliers","2","1","40","Missed Shot","Driving Hook Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",5,-0.4,10.35,1,"missed","20151030","CLE","MIA",0,2
"48","Shot Chart Detail","0021500021","287","2544","LeBron James","1610612739","Cleveland Cavaliers","3","9","25","Made Shot","Dunk Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0,5.35,1,"made","20151030","CLE","MIA",1,2
"49","Shot Chart Detail","0021500021","309","2544","LeBron James","1610612739","Cleveland Cavaliers","3","8","9","Missed Shot","Jump Shot","3PT Field Goal","Left Corner 3","Left Side(L)","24+ ft.",24,-24.1,8.55,1,"missed","20151030","CLE","MIA",0,3
"50","Shot Chart Detail","0021500021","363","2544","LeBron James","1610612739","Cleveland Cavaliers","3","3","12","Made Shot","Reverse Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-1.6,5.45,1,"made","20151030","CLE","MIA",1,2
"51","Shot Chart Detail","0021500021","442","2544","LeBron James","1610612739","Cleveland Cavaliers","4","7","43","Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-0.9,4.15,1,"made","20151030","CLE","MIA",1,2
"52","Shot Chart Detail","0021500021","482","2544","LeBron James","1610612739","Cleveland Cavaliers","4","4","23","Made Shot","Step Back Jump shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",7,-5,10.35,1,"made","20151030","CLE","MIA",1,2
"53","Shot Chart Detail","0021500021","507","2544","LeBron James","1610612739","Cleveland Cavaliers","4","2","2","Missed Shot","Reverse Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-1.1,5.15,1,"missed","20151030","CLE","MIA",0,2
"54","Shot Chart Detail","0021500021","518","2544","LeBron James","1610612739","Cleveland Cavaliers","4","1","28","Made Shot","Jump Shot","2PT Field Goal","Mid-Range","Center(C)","16-24 ft.",17,-0.7,22.25,1,"made","20151030","CLE","MIA",1,2
"55","Shot Chart Detail","0021500046","10","2544","LeBron James","1610612739","Cleveland Cavaliers","1","10","28","Made Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,-2.4,5.15,1,"made","20151102","PHI","CLE",1,2
"56","Shot Chart Detail","0021500046","80","2544","LeBron James","1610612739","Cleveland Cavaliers","1","5","20","Missed Shot","Jump Shot","3PT Field Goal","Right Corner 3","Right Side(R)","24+ ft.",23,23.3,3.15,1,"missed","20151102","PHI","CLE",0,3
"57","Shot Chart Detail","0021500046","83","2544","LeBron James","1610612739","Cleveland Cavaliers","1","4","45","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Right Side Center(RC)","16-24 ft.",17,7.9,20.85,1,"missed","20151102","PHI","CLE",0,2
"58","Shot Chart Detail","0021500046","106","2544","LeBron James","1610612739","Cleveland Cavaliers","1","2","28","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",9,-9.2,2.15,1,"missed","20151102","PHI","CLE",0,2
"59","Shot Chart Detail","0021500046","196","2544","LeBron James","1610612739","Cleveland Cavaliers","2","8","50","Missed Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,2.8,5.55,1,"missed","20151102","PHI","CLE",0,2
"60","Shot Chart Detail","0021500046","221","2544","LeBron James","1610612739","Cleveland Cavaliers","2","6","10","Missed Shot","Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",5,1.9,9.95,1,"missed","20151102","PHI","CLE",0,2
"61","Shot Chart Detail","0021500046","245","2544","LeBron James","1610612739","Cleveland Cavaliers","2","3","44","Made Shot","Reverse Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-1.2,5.45,1,"made","20151102","PHI","CLE",1,2
"62","Shot Chart Detail","0021500046","249","2544","LeBron James","1610612739","Cleveland Cavaliers","2","3","15","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-17.6,24.25,1,"missed","20151102","PHI","CLE",0,3
"63","Shot Chart Detail","0021500046","266","2544","LeBron James","1610612739","Cleveland Cavaliers","2","2","49","Missed Shot","Jump Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",3,-2.2,8.35,1,"missed","20151102","PHI","CLE",0,2
"64","Shot Chart Detail","0021500046","287","2544","LeBron James","1610612739","Cleveland Cavaliers","2","0","56","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-11,28.05,1,"missed","20151102","PHI","CLE",0,3
"65","Shot Chart Detail","0021500046","293","2544","LeBron James","1610612739","Cleveland Cavaliers","2","0","11","Made Shot","Driving Finger Roll Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0,5.55,1,"made","20151102","PHI","CLE",1,2
"66","Shot Chart Detail","0021500046","340","2544","LeBron James","1610612739","Cleveland Cavaliers","3","8","22","Made Shot","Turnaround Fadeaway Bank Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",15,-14.7,10.35,1,"made","20151102","PHI","CLE",1,2
"67","Shot Chart Detail","0021500046","403","2544","LeBron James","1610612739","Cleveland Cavaliers","3","1","11","Made Shot","Driving Dunk Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0,5.35,1,"made","20151102","PHI","CLE",1,2
"68","Shot Chart Detail","0021500046","412","2544","LeBron James","1610612739","Cleveland Cavaliers","3","0","31","Made Shot","Floating Jump shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",5,-5.5,4.75,1,"made","20151102","PHI","CLE",1,2
"69","Shot Chart Detail","0021500046","428","2544","LeBron James","1610612739","Cleveland Cavaliers","4","11","19","Made Shot","Fadeaway Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",7,4.8,11.35,1,"made","20151102","PHI","CLE",1,2
"70","Shot Chart Detail","0021500046","439","2544","LeBron James","1610612739","Cleveland Cavaliers","4","10","6","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",18,-11.9,19.85,1,"missed","20151102","PHI","CLE",0,2
"71","Shot Chart Detail","0021500046","442","2544","LeBron James","1610612739","Cleveland Cavaliers","4","9","23","Missed Shot","Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",4,-4.2,7.85,1,"missed","20151102","PHI","CLE",0,2
"72","Shot Chart Detail","0021500046","447","2544","LeBron James","1610612739","Cleveland Cavaliers","4","8","47","Made Shot","Running Alley Oop Dunk Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0,5.35,1,"made","20151102","PHI","CLE",1,2
"73","Shot Chart Detail","0021500046","457","2544","LeBron James","1610612739","Cleveland Cavaliers","4","8","7","Made Shot","Dunk Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0,5.35,1,"made","20151102","PHI","CLE",1,2
"74","Shot Chart Detail","0021500063","7","2544","LeBron James","1610612739","Cleveland Cavaliers","1","11","22","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","16-24 ft.",23,-18.7,18.65,1,"missed","20151104","CLE","NYK",0,2
"75","Shot Chart Detail","0021500063","32","2544","LeBron James","1610612739","Cleveland Cavaliers","1","8","18","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",27,-18.9,24.75,1,"missed","20151104","CLE","NYK",0,3
"76","Shot Chart Detail","0021500063","63","2544","LeBron James","1610612739","Cleveland Cavaliers","1","5","46","Missed Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-1.4,5.95,1,"missed","20151104","CLE","NYK",0,2
"77","Shot Chart Detail","0021500063","78","2544","LeBron James","1610612739","Cleveland Cavaliers","1","3","56","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",24,-2.9,29.95,1,"missed","20151104","CLE","NYK",0,3
"78","Shot Chart Detail","0021500063","81","2544","LeBron James","1610612739","Cleveland Cavaliers","1","3","37","Made Shot","Dunk Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0,5.35,1,"made","20151104","CLE","NYK",1,2
"79","Shot Chart Detail","0021500063","89","2544","LeBron James","1610612739","Cleveland Cavaliers","1","2","21","Made Shot","Dunk Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0,5.35,1,"made","20151104","CLE","NYK",1,2
"80","Shot Chart Detail","0021500063","159","2544","LeBron James","1610612739","Cleveland Cavaliers","2","8","50","Missed Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-1.6,6.05,1,"missed","20151104","CLE","NYK",0,2
"81","Shot Chart Detail","0021500063","167","2544","LeBron James","1610612739","Cleveland Cavaliers","2","8","12","Missed Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,-2,6.35,1,"missed","20151104","CLE","NYK",0,2
"82","Shot Chart Detail","0021500063","171","2544","LeBron James","1610612739","Cleveland Cavaliers","2","8","1","Made Shot","Running Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,-0.4,5.15,1,"made","20151104","CLE","NYK",1,2
"83","Shot Chart Detail","0021500063","181","2544","LeBron James","1610612739","Cleveland Cavaliers","2","7","36","Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-1.4,5.45,1,"made","20151104","CLE","NYK",1,2
"84","Shot Chart Detail","0021500063","188","2544","LeBron James","1610612739","Cleveland Cavaliers","2","7","8","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",26,-21.4,20.15,1,"missed","20151104","CLE","NYK",0,3
"85","Shot Chart Detail","0021500063","298","2544","LeBron James","1610612739","Cleveland Cavaliers","3","9","24","Made Shot","Cutting Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-1.1,5.45,1,"made","20151104","CLE","NYK",1,2
"86","Shot Chart Detail","0021500063","348","2544","LeBron James","1610612739","Cleveland Cavaliers","3","5","19","Made Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-0.4,6.85,1,"made","20151104","CLE","NYK",1,2
"87","Shot Chart Detail","0021500063","352","2544","LeBron James","1610612739","Cleveland Cavaliers","3","4","50","Missed Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,0.9,5.95,1,"missed","20151104","CLE","NYK",0,2
"88","Shot Chart Detail","0021500063","372","2544","LeBron James","1610612739","Cleveland Cavaliers","3","3","33","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","16-24 ft.",21,-19.7,12.75,1,"missed","20151104","CLE","NYK",0,2
"89","Shot Chart Detail","0021500063","463","2544","LeBron James","1610612739","Cleveland Cavaliers","4","7","47","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Right Side Center(RC)","16-24 ft.",18,8.2,22.15,1,"missed","20151104","CLE","NYK",0,2
"90","Shot Chart Detail","0021500063","479","2544","LeBron James","1610612739","Cleveland Cavaliers","4","7","0","Made Shot","Running Dunk Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0,5.35,1,"made","20151104","CLE","NYK",1,2
"91","Shot Chart Detail","0021500063","511","2544","LeBron James","1610612739","Cleveland Cavaliers","4","4","27","Missed Shot","Step Back Jump shot","2PT Field Goal","In The Paint (Non-RA)","Right Side(R)","8-16 ft.",10,5.8,13.75,1,"missed","20151104","CLE","NYK",0,2
"92","Shot Chart Detail","0021500063","514","2544","LeBron James","1610612739","Cleveland Cavaliers","4","4","1","Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",26,-24,17.25,1,"made","20151104","CLE","NYK",1,3
"93","Shot Chart Detail","0021500063","517","2544","LeBron James","1610612739","Cleveland Cavaliers","4","3","32","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Right Side(R)","8-16 ft.",15,13.7,11.75,1,"missed","20151104","CLE","NYK",0,2
"94","Shot Chart Detail","0021500063","534","2544","LeBron James","1610612739","Cleveland Cavaliers","4","2","5","Made Shot","Cutting Dunk Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0,5.35,1,"made","20151104","CLE","NYK",1,2
"95","Shot Chart Detail","0021500063","544","2544","LeBron James","1610612739","Cleveland Cavaliers","4","1","6","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",25,-1.2,30.45,1,"missed","20151104","CLE","NYK",0,3
"96","Shot Chart Detail","0021500063","547","2544","LeBron James","1610612739","Cleveland Cavaliers","4","0","36","Missed Shot","Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",5,-3.7,8.85,1,"missed","20151104","CLE","NYK",0,2
"97","Shot Chart Detail","0021500078","24","2544","LeBron James","1610612739","Cleveland Cavaliers","1","9","41","Made Shot","Running Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-1.2,5.95,1,"made","20151106","CLE","PHI",1,2
"98","Shot Chart Detail","0021500078","59","2544","LeBron James","1610612739","Cleveland Cavaliers","1","5","51","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Center(C)","8-16 ft.",15,3.2,20.65,1,"missed","20151106","CLE","PHI",0,2
"99","Shot Chart Detail","0021500078","83","2544","LeBron James","1610612739","Cleveland Cavaliers","1","3","7","Missed Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-0.6,6.05,1,"missed","20151106","CLE","PHI",0,2
"100","Shot Chart Detail","0021500078","186","2544","LeBron James","1610612739","Cleveland Cavaliers","2","7","56","Missed Shot","Turnaround Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",13,-13.5,5.95,1,"missed","20151106","CLE","PHI",0,2
"101","Shot Chart Detail","0021500078","190","2544","LeBron James","1610612739","Cleveland Cavaliers","2","7","36","Made Shot","Running Finger Roll Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-1.2,5.55,1,"made","20151106","CLE","PHI",1,2
"102","Shot Chart Detail","0021500078","197","2544","LeBron James","1610612739","Cleveland Cavaliers","2","7","23","Made Shot","Driving Dunk Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-1.6,5.95,1,"made","20151106","CLE","PHI",1,2
"103","Shot Chart Detail","0021500078","241","2544","LeBron James","1610612739","Cleveland Cavaliers","2","3","43","Made Shot","Running Alley Oop Dunk Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0,5.35,1,"made","20151106","CLE","PHI",1,2
