,SCOREMARGIN,index,action_type,defender_distance,defender_id,defender_name,defender_x_loc,defender_y_loc,event_type,game_date,game_event_id,game_id,grid_type,homeTeam,htm,loc_x,loc_y,minutes_remaining,period,player_id,player_name,season_type,seconds_remaining,shot_attempted_flag,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,team_id,team_name,time,vtm
414,-10,429,Driving Layup Shot,3.545204713,101127,Jarrett Jack,70.11159,8.71268,Made Shot,20151206,70,21500300,Shot Chart Detail,0,BKN,71,11,5,1,201939,Stephen Curry,Regular,4,1,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500300:1:5:04,GSW
415,-17,430,Cutting Finger Roll Layup Shot,6.693479946,203080,Thomas Robinson,90.14643,23.8264,Made Shot,20151206,104,21500300,Shot Chart Detail,0,BKN,96,21,2,1,201939,Stephen Curry,Regular,44,1,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500300:1:2:44,GSW
416,-11,431,Floating Jump shot,1.216342398,201152,Thaddeus Young,79.15433,30.97558,Made Shot,20151206,250,21500300,Shot Chart Detail,0,BKN,80,31,2,2,201939,Stephen Curry,Regular,45,1,15,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612744,Golden State Warriors,0021500300:2:2:45,GSW
417,-15,432,Jump Shot,10.47945378,203499,Shane Larkin,55.74045,21.49604,Made Shot,20151206,255,21500300,Shot Chart Detail,0,BKN,49,13,1,2,201939,Stephen Curry,Regular,49,1,28,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500300:2:1:49,GSW
418,-1,433,Jump Shot,4.563493289,101127,Jarrett Jack,27.63539,35.7298,Missed Shot,20151206,308,21500300,Shot Chart Detail,0,BKN,29,31,10,3,201939,Stephen Curry,Regular,16,1,24,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500300:3:10:16,GSW
419,3,434,Driving Layup Shot,3.098035938,201572,Brook Lopez,4.04207,25.08569,Made Shot,20151206,332,21500300,Shot Chart Detail,0,BKN,1,26,8,3,201939,Stephen Curry,Regular,6,1,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500300:3:8:06,GSW
420,1,435,Jump Shot,3.800356031,203499,Shane Larkin,24.22452,48.18415,Missed Shot,20151206,363,21500300,Shot Chart Detail,0,BKN,20,48,4,3,201939,Stephen Curry,Regular,37,1,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500300:3:4:37,GSW
421,TIE,436,Jump Shot,12.29263563,203499,Shane Larkin,7.6078,37.76838,Made Shot,20151206,366,21500300,Shot Chart Detail,0,BKN,16,46,4,3,201939,Stephen Curry,Regular,7,1,23,1,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612744,Golden State Warriors,0021500300:3:4:07,GSW
422,2,437,Jump Shot,0.336544617,203499,Shane Larkin,-1.6658,1.51011,Missed Shot,20151206,368,21500300,Shot Chart Detail,0,BKN,-1,1,3,3,201939,Stephen Curry,Regular,23,1,23,0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612744,Golden State Warriors,0021500300:3:3:23,GSW
423,TIE,438,Driving Bank shot,8.898819046,101127,Jarrett Jack,1.98827,18.4909,Made Shot,20151206,389,21500300,Shot Chart Detail,0,BKN,2,9,2,3,201939,Stephen Curry,Regular,10,1,8,1,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612744,Golden State Warriors,0021500300:3:2:10,GSW
424,-3,439,Jump Shot,15.65704836,201152,Thaddeus Young,25.60993,20.22058,Made Shot,20151206,392,21500300,Shot Chart Detail,0,BKN,25,4,1,3,201939,Stephen Curry,Regular,45,1,27,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500300:3:1:45,GSW
425,-1,440,Running Jump Shot,0.720697867,201572,Brook Lopez,7.747,22.02656,Missed Shot,20151206,400,21500300,Shot Chart Detail,0,BKN,7,21,1,3,201939,Stephen Curry,Regular,11,1,11,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612744,Golden State Warriors,0021500300:3:1:11,GSW
426,-3,441,Layup Shot,1.927307892,203499,Shane Larkin,16.56743,32.44702,Made Shot,20151206,407,21500300,Shot Chart Detail,0,BKN,17,30,0,3,201939,Stephen Curry,Regular,27,1,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500300:3:0:27,GSW
427,-7,442,Jump Shot,5.136861712,2207,Joe Johnson,36.19947,32.3674,Made Shot,20151206,413,21500300,Shot Chart Detail,0,BKN,39,36,0,3,201939,Stephen Curry,Regular,1,1,24,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500300:3:0:01,GSW
428,-17,443,Driving Finger Roll Layup Shot,6.749447818,2207,Joe Johnson,10.90618,20.80064,Missed Shot,20151206,482,21500300,Shot Chart Detail,0,BKN,4,22,4,4,201939,Stephen Curry,Regular,46,1,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500300:4:4:46,GSW
429,0,444,Jump Shot,3.959170441,201588,George Hill,61.89719,31.84654,Missed Shot,20151208,2,21500314,Shot Chart Detail,0,IND,64,28,11,1,201939,Stephen Curry,Regular,47,1,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500314:1:11:47,GSW
430,3,445,Alley Oop Layup shot,1.110979763,201588,George Hill,84.50962,18.97648,Made Shot,20151208,20,21500314,Shot Chart Detail,0,IND,84,20,10,1,201939,Stephen Curry,Regular,43,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500314:1:10:43,GSW
431,7,446,Step Back Jump shot,3.063764124,101139,CJ Miles,74.87309,37.77794,Missed Shot,20151208,31,21500314,Shot Chart Detail,0,IND,72,40,9,1,201939,Stephen Curry,Regular,2,1,19,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612744,Golden State Warriors,0021500314:1:9:02,GSW
432,5,447,Cutting Layup Shot,2.919795147,101139,CJ Miles,67.93342,34.37431,Made Shot,20151208,35,21500314,Shot Chart Detail,0,IND,65,34,8,1,201939,Stephen Curry,Regular,49,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500314:1:8:49,GSW
433,2,448,Jump Shot,3.469133493,202331,Paul George,78.96477,5.28294,Missed Shot,20151208,53,21500314,Shot Chart Detail,0,IND,78,1,7,1,201939,Stephen Curry,Regular,7,1,27,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500314:1:7:07,GSW
434,-11,449,Jump Shot,9.55511941,202331,Paul George,59.48334,42.67152,Made Shot,20151208,100,21500314,Shot Chart Detail,0,IND,68,40,3,1,201939,Stephen Curry,Regular,8,1,26,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500314:1:3:08,GSW
435,-13,450,Driving Finger Roll Layup Shot,2.275337379,202331,Paul George,87.72106,20.90684,Made Shot,20151208,107,21500314,Shot Chart Detail,0,IND,86,22,2,1,201939,Stephen Curry,Regular,18,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500314:1:2:18,GSW
436,-16,451,Jump Shot,2.223906806,201155,Rodney Stuckey,78.66962,3.94357,Made Shot,20151208,112,21500314,Shot Chart Detail,0,IND,76,2,1,1,201939,Stephen Curry,Regular,53,1,26,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500314:1:1:53,GSW
437,-14,452,Jump Shot,3.156968642,101145,Monta Ellis,71.22898,8.11804,Missed Shot,20151208,125,21500314,Shot Chart Detail,0,IND,68,10,0,1,201939,Stephen Curry,Regular,32,1,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500314:1:0:32,GSW
438,-13,453,Pullup Jump shot,4.696904625,201155,Rodney Stuckey,17.2004,45.23997,Missed Shot,20151208,220,21500314,Shot Chart Detail,0,IND,17,40,4,2,201939,Stephen Curry,Regular,2,1,18,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612744,Golden State Warriors,0021500314:2:4:02,GSW
439,-13,454,Jump Shot,2.539755953,101139,CJ Miles,71.4125,47.08526,Missed Shot,20151208,224,21500314,Shot Chart Detail,0,IND,71,44,3,2,201939,Stephen Curry,Regular,50,1,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500314:2:3:50,GSW
440,-17,455,Jump Shot,3.484094285,201588,George Hill,72.82151,40.75175,Made Shot,20151208,238,21500314,Shot Chart Detail,0,IND,73,44,3,2,201939,Stephen Curry,Regular,3,1,24,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500314:2:3:03,GSW
441,-18,456,Layup Shot,1.22197736,101133,Ian Mahinmi,88.53448,25.23733,Missed Shot,20151208,253,21500314,Shot Chart Detail,0,IND,88,24,1,2,201939,Stephen Curry,Regular,1,1,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500314:2:1:01,GSW
442,-19,457,Jump Shot,3.008886943,101139,CJ Miles,73.79899,44.00076,Missed Shot,20151208,264,21500314,Shot Chart Detail,0,IND,71,45,0,2,201939,Stephen Curry,Regular,5,1,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500314:2:0:05,GSW
443,-19,458,Driving Layup Shot,3.277224458,101139,CJ Miles,4.963,34.25483,Missed Shot,20151208,285,21500314,Shot Chart Detail,0,IND,6,31,9,3,201939,Stephen Curry,Regular,11,1,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500314:3:9:11,GSW
444,-28,459,Running Reverse Layup Shot,2.419059083,101139,CJ Miles,13.45999,21.13531,Made Shot,20151208,346,21500314,Shot Chart Detail,0,IND,11,21,3,3,201939,Stephen Curry,Regular,30,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500314:3:3:30,GSW
445,-27,460,Jump Shot,1.830280252,201588,George Hill,26.72105,33.89268,Made Shot,20151208,354,21500314,Shot Chart Detail,0,IND,24,33,2,3,201939,Stephen Curry,Regular,38,1,8,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612744,Golden State Warriors,0021500314:3:2:38,GSW
446,-29,461,Jump Shot,3.091353873,201941,Jordan Hill,21.49247,6.39044,Missed Shot,20151208,377,21500314,Shot Chart Detail,0,IND,22,3,0,3,201939,Stephen Curry,Regular,30,1,28,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500314:3:0:30,GSW
447,-28,462,Step Back Jump shot,3.1878514,201941,Jordan Hill,16.03055,8.14016,Made Shot,20151208,380,21500314,Shot Chart Detail,0,IND,15,4,0,3,201939,Stephen Curry,Regular,2,1,19,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612744,Golden State Warriors,0021500314:3:0:02,GSW
448,-13,463,Step Back Jump shot,2.2962533,203524,Solomon Hill,19.41993,12.41003,Made Shot,20151208,464,21500314,Shot Chart Detail,0,IND,21,11,3,4,201939,Stephen Curry,Regular,49,1,18,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612744,Golden State Warriors,0021500314:4:3:49,GSW
449,-11,464,Jump Shot,2.554036643,203524,Solomon Hill,21.54194,6.32777,Missed Shot,20151208,474,21500314,Shot Chart Detail,0,IND,23,5,3,4,201939,Stephen Curry,Regular,7,1,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500314:4:3:07,GSW
450,-11,465,Jump Shot,2.378171623,203524,Solomon Hill,6.15672,23.21641,Missed Shot,20151208,487,21500314,Shot Chart Detail,0,IND,8,21,1,4,201939,Stephen Curry,Regular,43,1,4,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612744,Golden State Warriors,0021500314:4:1:43,GSW
451,-9,466,Driving Finger Roll Layup Shot,1.794319124,101139,CJ Miles,5.79745,27.4466,Made Shot,20151208,509,21500314,Shot Chart Detail,0,IND,6,29,0,4,201939,Stephen Curry,Regular,35,1,3,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500314:4:0:35,GSW
452,-2,467,Jump Shot,1.485430207,202340,Avery Bradley,72.04382,40.56429,Missed Shot,20151211,15,21500336,Shot Chart Detail,0,BOS,72,42,10,1,201939,Stephen Curry,Regular,19,1,20,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612744,Golden State Warriors,0021500336:1:10:19,GSW
453,-4,468,Jump Shot,0.948242342,202340,Avery Bradley,65.55091,33.42484,Made Shot,20151211,23,21500336,Shot Chart Detail,0,BOS,65,34,9,1,201939,Stephen Curry,Regular,23,1,26,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500336:1:9:23,GSW
454,-3,469,Layup Shot,2.792635347,202340,Avery Bradley,91.18652,23.17032,Missed Shot,20151211,28,21500336,Shot Chart Detail,0,BOS,90,25,8,1,201939,Stephen Curry,Regular,23,1,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500336:1:8:23,GSW
455,TIE,470,Jump Shot,2.838964138,202738,Isaiah Thomas,67.63665,40.27747,Missed Shot,20151211,35,21500336,Shot Chart Detail,0,BOS,64,39,7,1,201939,Stephen Curry,Regular,45,1,27,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500336:1:7:45,GSW
456,2,471,Jump Shot,4.798643694,202340,Avery Bradley,68.63944,16.38266,Missed Shot,20151211,46,21500336,Shot Chart Detail,0,BOS,64,17,6,1,201939,Stephen Curry,Regular,9,1,26,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500336:1:6:09,GSW
457,2,472,Floating Jump shot,2.135340213,203096,Jared Sullinger,87.5914,30.14836,Missed Shot,20151211,50,21500336,Shot Chart Detail,0,BOS,89,29,5,1,201939,Stephen Curry,Regular,42,1,5,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612744,Golden State Warriors,0021500336:1:5:42,GSW
458,5,473,Floating Jump shot,1.480742813,202323,Evan Turner,80.53779,23.19674,Missed Shot,20151211,64,21500336,Shot Chart Detail,0,BOS,81,24,4,1,201939,Stephen Curry,Regular,38,1,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612744,Golden State Warriors,0021500336:1:4:38,GSW
459,3,474,Running Layup Shot,0,101161,Amir Johnson,85.93555,25.41442,Made Shot,20151211,73,21500336,Shot Chart Detail,0,BOS,85,25,3,1,201939,Stephen Curry,Regular,56,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500336:1:3:56,GSW
460,-1,475,Jump Shot,2.041142183,202340,Avery Bradley,79.34604,4.32949,Made Shot,20151211,201,21500336,Shot Chart Detail,0,BOS,80,2,4,2,201939,Stephen Curry,Regular,59,1,24,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500336:2:4:59,GSW
461,-2,476,Pullup Jump shot,3.473549527,202340,Avery Bradley,65.15946,42.90915,Made Shot,20151211,207,21500336,Shot Chart Detail,0,BOS,68,43,4,2,201939,Stephen Curry,Regular,13,1,29,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500336:2:4:13,GSW
462,-1,477,Jump Shot,3.278584469,202340,Avery Bradley,78.82548,45.10389,Missed Shot,20151211,250,21500336,Shot Chart Detail,0,BOS,76,47,2,2,201939,Stephen Curry,Regular,0,1,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500336:2:2:00,GSW
463,-4,478,Jump Shot,1.283771209,202340,Avery Bradley,67.08839,31.42905,Missed Shot,20151211,276,21500336,Shot Chart Detail,0,BOS,66,32,0,2,201939,Stephen Curry,Regular,7,1,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500336:2:0:07,GSW
464,-4,479,Jump Shot,1.873202371,202340,Avery Bradley,67.02303,22.73229,Missed Shot,20151211,278,21500336,Shot Chart Detail,0,BOS,66,21,0,2,201939,Stephen Curry,Regular,0,1,22,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612744,Golden State Warriors,0021500336:2:0:00,GSW
465,-8,480,Jump Shot,6.443033655,202340,Avery Bradley,33.0985,31.69196,Made Shot,20151211,292,21500336,Shot Chart Detail,0,BOS,29,26,10,3,201939,Stephen Curry,Regular,32,1,24,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500336:3:10:32,GSW
466,-9,481,Layup Shot,4.160688876,202323,Evan Turner,3.98532,28.83357,Missed Shot,20151211,308,21500336,Shot Chart Detail,0,BOS,3,32,8,3,201939,Stephen Curry,Regular,44,1,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500336:3:8:44,GSW
467,-7,482,Jump Shot,4.056614682,202340,Avery Bradley,16.77989,5.47329,Missed Shot,20151211,337,21500336,Shot Chart Detail,0,BOS,13,2,6,3,201939,Stephen Curry,Regular,32,1,21,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612744,Golden State Warriors,0021500336:3:6:32,GSW
468,1,483,Driving Finger Roll Layup Shot,4.518943416,202323,Evan Turner,6.53747,22.0993,Made Shot,20151211,466,21500336,Shot Chart Detail,0,BOS,2,24,8,4,201939,Stephen Curry,Regular,28,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500336:4:8:28,GSW
469,-2,484,Fadeaway Jump Shot,5.158727001,202340,Avery Bradley,22.08557,12.494,Made Shot,20151211,499,21500336,Shot Chart Detail,0,BOS,26,15,5,4,201939,Stephen Curry,Regular,40,1,25,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500336:4:5:40,GSW
470,TIE,485,Driving Finger Roll Layup Shot,3.112940768,203482,Kelly Olynyk,9.80436,34.01504,Missed Shot,20151211,504,21500336,Shot Chart Detail,0,BOS,7,31,4,4,201939,Stephen Curry,Regular,48,1,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500336:4:4:48,GSW
471,3,486,Jump Shot,3.692780346,202323,Evan Turner,32.06665,12.34064,Missed Shot,20151211,522,21500336,Shot Chart Detail,0,BOS,29,14,3,4,201939,Stephen Curry,Regular,20,1,19,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612744,Golden State Warriors,0021500336:4:3:20,GSW
472,3,487,Jump Shot,3.953398386,203109,Jae Crowder,29.37836,21.09262,Missed Shot,20151211,530,21500336,Shot Chart Detail,0,BOS,25,19,2,4,201939,Stephen Curry,Regular,31,1,26,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500336:4:2:31,GSW
473,3,488,Layup Shot,5.368538179,202323,Evan Turner,8.90747,22.19483,Missed Shot,20151211,532,21500336,Shot Chart Detail,0,BOS,4,25,2,4,201939,Stephen Curry,Regular,28,1,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500336:4:2:28,GSW
474,-2,489,Jump Shot,2.463636706,202340,Avery Bradley,29.92601,27.20622,Made Shot,20151211,560,21500336,Shot Chart Detail,0,BOS,32,27,0,4,201939,Stephen Curry,Regular,46,1,28,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500336:4:0:46,GSW
475,TIE,490,Jump Shot,3.363632283,202340,Avery Bradley,18.18417,36.20745,Missed Shot,20151211,565,21500336,Shot Chart Detail,0,BOS,21,37,0,4,201939,Stephen Curry,Regular,23,1,17,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612744,Golden State Warriors,0021500336:4:0:23,GSW
476,-3,491,Jump Shot,2.268977149,202323,Evan Turner,26.12828,34.34678,Missed Shot,20151211,620,21500336,Shot Chart Detail,0,BOS,28,35,1,5,201939,Stephen Curry,Regular,41,1,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500336:5:1:41,GSW
477,-2,492,Driving Finger Roll Layup Shot,2.062856114,203482,Kelly Olynyk,13.98377,30.88875,Made Shot,20151211,632,21500336,Shot Chart Detail,0,BOS,12,32,0,5,201939,Stephen Curry,Regular,53,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500336:5:0:53,GSW
478,TIE,493,Jump Shot,7.355179892,202323,Evan Turner,19.6269,5.25866,Missed Shot,20151211,634,21500336,Shot Chart Detail,0,BOS,16,-1,0,5,201939,Stephen Curry,Regular,23,1,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500336:5:0:23,GSW
479,2,494,Jump Shot,11.23538198,202328,Greg Monroe,24.25786,31.65727,Missed Shot,20151212,7,21500351,Shot Chart Detail,0,MIL,35,30,11,1,201939,Stephen Curry,Regular,7,1,29,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500351:1:11:07,GSW
480,7,495,Jump Shot,4.157938036,202328,Greg Monroe,22.93331,7.4243,Missed Shot,20151212,42,21500351,Shot Chart Detail,0,MIL,27,8,7,1,201939,Stephen Curry,Regular,16,1,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500351:1:7:16,GSW
481,7,496,Reverse Layup Shot,2.289371247,201564,O.J. Mayo,7.3496,25.64547,Made Shot,20151212,56,21500351,Shot Chart Detail,0,MIL,6,23,6,1,201939,Stephen Curry,Regular,30,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500351:1:6:30,GSW
482,7,497,Driving Reverse Layup Shot,3.807812455,202328,Greg Monroe,4.54296,29.43603,Made Shot,20151212,58,21500351,Shot Chart Detail,0,MIL,3,25,6,1,201939,Stephen Curry,Regular,1,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500351:1:6:01,GSW
483,4,498,Jump Shot,11.11162593,203953,Jabari Parker,13.64643,-1.95442,Made Shot,20151212,64,21500351,Shot Chart Detail,0,MIL,3,1,5,1,201939,Stephen Curry,Regular,16,1,22,1,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612744,Golden State Warriors,0021500351:1:5:16,GSW
484,6,499,Layup Shot,4.599582102,202328,Greg Monroe,8.44577,24.39991,Made Shot,20151212,88,21500351,Shot Chart Detail,0,MIL,4,22,3,1,201939,Stephen Curry,Regular,14,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500351:1:3:14,GSW
485,8,500,Jump Shot,5.889535854,202328,Greg Monroe,20.99241,23.33402,Missed Shot,20151212,90,21500351,Shot Chart Detail,0,MIL,19,29,2,1,201939,Stephen Curry,Regular,45,1,13,0,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,1610612744,Golden State Warriors,0021500351:1:2:45,GSW
486,12,501,Jump Shot,6.985157611,203487,Michael Carter-Williams,6.25233,24.66328,Missed Shot,20151212,107,21500351,Shot Chart Detail,0,MIL,0,26,1,1,201939,Stephen Curry,Regular,21,1,3,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500351:1:1:21,GSW
487,12,502,Jump Shot,0,203507,Giannis Antetokounmpo,13.65366,46.4093,Missed Shot,20151212,109,21500351,Shot Chart Detail,0,MIL,13,46,1,1,201939,Stephen Curry,Regular,15,1,23,0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612744,Golden State Warriors,0021500351:1:1:15,GSW
488,4,503,Jump Shot,3.981146281,1626173,Rashad Vaughn,8.19709,10.0584,Made Shot,20151212,125,21500351,Shot Chart Detail,0,MIL,7,6,0,1,201939,Stephen Curry,Regular,34,1,16,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612744,Golden State Warriors,0021500351:1:0:34,GSW
489,12,504,Floating Jump shot,2.633319872,202328,Greg Monroe,7.42138,26.54853,Missed Shot,20151212,234,21500351,Shot Chart Detail,0,MIL,9,27,3,2,201939,Stephen Curry,Regular,4,1,9,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612744,Golden State Warriors,0021500351:2:3:04,GSW
490,12,505,Jump Shot,8.778109478,203507,Giannis Antetokounmpo,9.48734,11.37446,Made Shot,20151212,253,21500351,Shot Chart Detail,0,MIL,14,4,1,2,201939,Stephen Curry,Regular,11,1,17,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612744,Golden State Warriors,0021500351:2:1:11,GSW
491,13,506,Layup Shot,2.158435427,203953,Jabari Parker,5.26856,22.07257,Missed Shot,20151212,264,21500351,Shot Chart Detail,0,MIL,6,23,0,2,201939,Stephen Curry,Regular,1,1,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500351:2:0:01,GSW
492,11,507,Pullup Jump shot,9.131372252,203953,Jabari Parker,31.97721,35.72063,Missed Shot,20151212,562,21500351,Shot Chart Detail,0,MIL,37,28,8,3,201939,Stephen Curry,Regular,18,1,24,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500351:3:8:18,GSW
493,8,508,Layup Shot,2.718413937,203507,Giannis Antetokounmpo,69.8056,28.02326,Made Shot,20151212,330,21500351,Shot Chart Detail,0,MIL,67,27,7,3,201939,Stephen Curry,Regular,26,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500351:3:7:26,GSW
494,6,509,Jump Shot,1.91758583,203507,Giannis Antetokounmpo,68.06156,35.19824,Missed Shot,20151212,355,21500351,Shot Chart Detail,0,MIL,67,33,5,3,201939,Stephen Curry,Regular,49,1,27,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500351:3:5:49,GSW
495,1,510,Driving Layup Shot,12.41957963,203114,Khris Middleton,70.04855,14.79676,Made Shot,20151212,419,21500351,Shot Chart Detail,0,MIL,74,3,1,3,201939,Stephen Curry,Regular,32,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500351:3:1:32,GSW
