,SCOREMARGIN,index,action_type,defender_distance,defender_id,defender_name,defender_x_loc,defender_y_loc,event_type,game_date,game_event_id,game_id,grid_type,homeTeam,htm,loc_x,loc_y,minutes_remaining,period,player_id,player_name,season_type,seconds_remaining,shot_attempted_flag,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,team_id,team_name,time,vtm
171,-14,186,Layup Shot,5.713771087,1889,Andre Miller,3.9593,27.78981,Made Shot,20151112,104,21500125,Shot Chart Detail,0,MIN,6,22,1,1,201939,Stephen Curry,Regular,50,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500125:1:1:50,GSW
172,-12,187,Floating Jump shot,2.190669785,203476,Gorgui Dieng,9.40083,21.33132,Missed Shot,20151112,108,21500125,Shot Chart Detail,0,MIN,10,19,0,1,201939,Stephen Curry,Regular,53,1,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612744,Golden State Warriors,0021500125:1:0:53,GSW
173,-13,188,Jump Shot,7.722918345,203498,Shabazz Muhammad,20.28071,14.65364,Made Shot,20151112,114,21500125,Shot Chart Detail,0,MIN,26,9,0,1,201939,Stephen Curry,Regular,12,1,24,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500125:1:0:12,GSW
174,-12,189,Jump Shot,1.85204547,203897,Zach LaVine,22.68358,42.36435,Missed Shot,20151112,212,21500125,Shot Chart Detail,0,MIN,23,43,4,2,201939,Stephen Curry,Regular,13,1,27,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500125:2:4:13,GSW
175,-14,190,Floating Jump shot,2.307917962,202357,Nemanja Bjelica,11.25612,25.78213,Made Shot,20151112,218,21500125,Shot Chart Detail,0,MIN,13,26,3,2,201939,Stephen Curry,Regular,25,1,11,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612744,Golden State Warriors,0021500125:2:3:25,GSW
176,-12,191,Driving Layup Shot,0.22078952,202357,Nemanja Bjelica,12.54196,18.06305,Made Shot,20151112,253,21500125,Shot Chart Detail,0,MIN,12,18,0,2,201939,Stephen Curry,Regular,0,1,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500125:2:0:00,GSW
177,-10,192,Jump Shot,2.039798794,203897,Zach LaVine,89.77694,4.29589,Missed Shot,20151112,293,21500125,Shot Chart Detail,0,MIN,90,2,8,3,201939,Stephen Curry,Regular,33,1,21,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612744,Golden State Warriors,0021500125:3:8:33,GSW
178,-14,193,Layup Shot,2.322403418,708,Kevin Garnett,84.61315,31.6704,Missed Shot,20151112,317,21500125,Shot Chart Detail,0,MIN,82,30,6,3,201939,Stephen Curry,Regular,0,1,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500125:3:6:00,GSW
179,-14,194,Jump Shot,2.700886769,1889,Andre Miller,74.01972,32.92965,Made Shot,20151112,326,21500125,Shot Chart Detail,0,MIN,75,30,5,3,201939,Stephen Curry,Regular,17,1,16,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612744,Golden State Warriors,0021500125:3:5:17,GSW
180,-18,195,Jump Shot,4.551353606,1889,Andre Miller,67.13287,32.36987,Made Shot,20151112,365,21500125,Shot Chart Detail,0,MIN,62,34,3,3,201939,Stephen Curry,Regular,6,1,25,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500125:3:3:06,GSW
181,-21,196,Jump Shot,2.598647377,203952,Andrew Wiggins,72.42208,46.2722,Made Shot,20151112,367,21500125,Shot Chart Detail,0,MIN,71,43,2,3,201939,Stephen Curry,Regular,39,1,24,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500125:3:2:39,GSW
182,-19,197,Jump Shot,4.043930428,1889,Andre Miller,63.79219,18.33146,Missed Shot,20151112,369,21500125,Shot Chart Detail,0,MIN,64,14,2,3,201939,Stephen Curry,Regular,1,1,25,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500125:3:2:01,GSW
183,-12,198,Floating Jump shot,3.459515909,202357,Nemanja Bjelica,81.12051,21.75347,Missed Shot,20151112,385,21500125,Shot Chart Detail,0,MIN,78,19,0,3,201939,Stephen Curry,Regular,25,1,9,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612744,Golden State Warriors,0021500125:3:0:25,GSW
184,-9,199,Jump Shot,10.57885521,203952,Andrew Wiggins,62.4579,27.22019,Made Shot,20151112,454,21500125,Shot Chart Detail,0,MIN,54,19,5,4,201939,Stephen Curry,Regular,51,1,26,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500125:4:5:51,GSW
185,-9,200,Jump Shot,3.302532851,1626157,Karl-Anthony Towns,72.87614,34.08031,Made Shot,20151112,456,21500125,Shot Chart Detail,0,MIN,69,35,5,4,201939,Stephen Curry,Regular,23,1,17,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612744,Golden State Warriors,0021500125:4:5:23,GSW
186,-6,201,Jump Shot,4.982507268,1626157,Karl-Anthony Towns,73.3473,39.01362,Missed Shot,20151112,458,21500125,Shot Chart Detail,0,MIN,71,43,4,4,201939,Stephen Curry,Regular,58,1,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500125:4:4:58,GSW
187,-11,202,Jump Shot,2.99238474,1626157,Karl-Anthony Towns,68.07164,6.03135,Missed Shot,20151112,485,21500125,Shot Chart Detail,0,MIN,66,3,2,4,201939,Stephen Curry,Regular,54,1,27,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500125:4:2:54,GSW
188,-10,203,Jump Bank Shot,7.330525983,2755,Kevin Martin,81.5085,35.91403,Made Shot,20151112,503,21500125,Shot Chart Detail,0,MIN,77,42,1,4,201939,Stephen Curry,Regular,55,1,18,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612744,Golden State Warriors,0021500125:4:1:55,GSW
189,-13,204,Jump Shot,6.326648625,1626145,Tyus Jones,67.30322,25.82138,Made Shot,20151112,527,21500125,Shot Chart Detail,0,MIN,60,25,0,4,201939,Stephen Curry,Regular,29,1,26,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500125:4:0:29,GSW
190,TIE,205,Driving Floating Jump Shot,5.016870045,1626178,Rondae Hollis-Jefferson,87.49823,29.30988,Made Shot,20151114,3,21500144,Shot Chart Detail,1,GSW,92,31,11,1,201939,Stephen Curry,Regular,26,1,6,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612744,Golden State Warriors,0021500144:1:11:26,BKN
191,-2,206,Jump Shot,4.015094659,2207,Joe Johnson,78.07224,2.23067,Missed Shot,20151114,5,21500144,Shot Chart Detail,1,GSW,80,-1,10,1,201939,Stephen Curry,Regular,51,1,26,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500144:1:10:51,BKN
192,-2,207,Jump Shot,4.184446544,201572,Brook Lopez,91.75208,47.55877,Missed Shot,20151114,14,21500144,Shot Chart Detail,1,GSW,94,50,10,1,201939,Stephen Curry,Regular,3,1,22,0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612744,Golden State Warriors,0021500144:1:10:03,BKN
193,-5,208,Pullup Jump shot,1.84033597,201152,Thaddeus Young,64.24258,17.85122,Missed Shot,20151114,28,21500144,Shot Chart Detail,1,GSW,63,16,7,1,201939,Stephen Curry,Regular,21,1,26,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500144:1:7:21,BKN
194,-4,209,Running Layup Shot,7.819816744,201572,Brook Lopez,90.09043,29.76093,Missed Shot,20151114,36,21500144,Shot Chart Detail,1,GSW,94,23,6,1,201939,Stephen Curry,Regular,11,1,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500144:1:6:11,BKN
195,-11,210,Pullup Jump shot,3.800086145,101127,Jarrett Jack,75.50219,2.46297,Made Shot,20151114,60,21500144,Shot Chart Detail,1,GSW,75,-1,3,1,201939,Stephen Curry,Regular,27,1,26,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500144:1:3:27,BKN
196,-13,211,Driving Floating Jump Shot,1.703652655,101127,Jarrett Jack,82.42307,28.13084,Missed Shot,20151114,73,21500144,Shot Chart Detail,1,GSW,83,29,2,1,201939,Stephen Curry,Regular,13,1,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612744,Golden State Warriors,0021500144:1:2:13,BKN
197,-15,212,Jump Shot,7.925179326,1626178,Rondae Hollis-Jefferson,52.18161,38.04382,Missed Shot,20151114,91,21500144,Shot Chart Detail,1,GSW,45,41,0,1,201939,Stephen Curry,Regular,30,1,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500144:1:0:30,BKN
198,-15,213,Pullup Jump shot,10.27205456,202711,Bojan Bogdanovic,82.78791,11.3022,Missed Shot,20151114,97,21500144,Shot Chart Detail,1,GSW,86,1,0,1,201939,Stephen Curry,Regular,1,1,19,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612744,Golden State Warriors,0021500144:1:0:01,BKN
199,-1,214,Pullup Jump shot,2.784926859,101127,Jarrett Jack,67.71448,12.67595,Made Shot,20151114,196,21500144,Shot Chart Detail,1,GSW,66,15,3,2,201939,Stephen Curry,Regular,9,1,25,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500144:2:3:09,BKN
200,-1,215,Jump Shot,3.144470094,101127,Jarrett Jack,80.70446,13.12028,Made Shot,20151114,219,21500144,Shot Chart Detail,1,GSW,78,10,0,2,201939,Stephen Curry,Regular,37,1,17,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612744,Golden State Warriors,0021500144:2:0:37,BKN
201,-3,216,Fadeaway Jump Shot,3.7287943,101127,Jarrett Jack,23.82316,36.96778,Missed Shot,20151114,247,21500144,Shot Chart Detail,1,GSW,27,36,10,3,201939,Stephen Curry,Regular,28,1,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500144:3:10:28,BKN
202,-3,217,Driving Finger Roll Layup Shot,6.164327744,2207,Joe Johnson,7.60441,16.39203,Made Shot,20151114,250,21500144,Shot Chart Detail,1,GSW,5,22,10,3,201939,Stephen Curry,Regular,2,1,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500144:3:10:02,BKN
203,-1,218,Pullup Jump shot,13.81188423,101127,Jarrett Jack,13.37526,13.83129,Made Shot,20151114,255,21500144,Shot Chart Detail,1,GSW,24,5,9,3,201939,Stephen Curry,Regular,28,1,20,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612744,Golden State Warriors,0021500144:3:9:28,BKN
204,-5,219,Pullup Jump shot,3.883147129,101127,Jarrett Jack,27.13544,31.45684,Missed Shot,20151114,265,21500144,Shot Chart Detail,1,GSW,30,32,7,3,201939,Stephen Curry,Regular,43,1,27,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500144:3:7:43,BKN
205,-4,220,Driving Floating Bank Jump Shot,7.213481473,101127,Jarrett Jack,60.6442,25.26446,Made Shot,20151114,281,21500144,Shot Chart Detail,1,GSW,67,27,5,3,201939,Stephen Curry,Regular,35,1,10,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612744,Golden State Warriors,0021500144:3:5:35,BKN
206,-3,221,Step Back Jump shot,3.675968756,101127,Jarrett Jack,21.28435,40.60109,Made Shot,20151114,304,21500144,Shot Chart Detail,1,GSW,23,43,3,3,201939,Stephen Curry,Regular,13,1,25,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500144:3:3:13,BKN
207,-3,222,Driving Floating Jump Shot,3.318820046,1626178,Rondae Hollis-Jefferson,9.55409,29.00924,Made Shot,20151114,316,21500144,Shot Chart Detail,1,GSW,7,26,2,3,201939,Stephen Curry,Regular,9,1,4,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612744,Golden State Warriors,0021500144:3:2:09,BKN
208,-3,223,Pullup Jump shot,18.95261899,101127,Jarrett Jack,21.57167,24.27569,Missed Shot,20151114,323,21500144,Shot Chart Detail,1,GSW,29,6,1,3,201939,Stephen Curry,Regular,11,1,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500144:3:1:11,BKN
209,-5,224,Jump Shot,12.14831482,202711,Bojan Bogdanovic,24.98049,20.53998,Missed Shot,20151114,330,21500144,Shot Chart Detail,1,GSW,26,8,0,3,201939,Stephen Curry,Regular,30,1,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500144:3:0:30,BKN
210,-5,225,Pullup Bank shot,7.615143912,101127,Jarrett Jack,24.48633,16.63684,Missed Shot,20151114,332,21500144,Shot Chart Detail,1,GSW,29,11,0,3,201939,Stephen Curry,Regular,25,1,26,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500144:3:0:25,BKN
211,-4,226,Pullup Jump shot,2.914540755,101127,Jarrett Jack,19.29724,43.42498,Made Shot,20151114,374,21500144,Shot Chart Detail,1,GSW,18,46,7,4,201939,Stephen Curry,Regular,27,1,25,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500144:4:7:27,BKN
212,-4,227,Floating Jump shot,2.257276438,203499,Shane Larkin,9.2484,22.11942,Missed Shot,20151114,377,21500144,Shot Chart Detail,1,GSW,9,19,6,4,201939,Stephen Curry,Regular,54,1,8,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612744,Golden State Warriors,0021500144:4:6:54,BKN
213,-6,228,Jump Shot,7.421533336,201961,Wayne Ellington,25.18203,1.78113,Missed Shot,20151114,389,21500144,Shot Chart Detail,1,GSW,18,4,6,4,201939,Stephen Curry,Regular,28,1,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500144:4:6:28,BKN
214,-1,229,Pullup Jump shot,3.053982617,201961,Wayne Ellington,14.10119,46.8911,Made Shot,20151114,397,21500144,Shot Chart Detail,1,GSW,11,47,5,4,201939,Stephen Curry,Regular,24,1,23,1,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612744,Golden State Warriors,0021500144:4:5:24,BKN
215,1,230,Driving Reverse Layup Shot,4.581955828,201152,Thaddeus Young,8.94307,23.38719,Made Shot,20151114,409,21500144,Shot Chart Detail,1,GSW,5,20,4,4,201939,Stephen Curry,Regular,36,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500144:4:4:36,BKN
216,1,231,Pullup Jump shot,5.253543392,101127,Jarrett Jack,15.73961,38.31959,Missed Shot,20151114,412,21500144,Shot Chart Detail,1,GSW,19,41,4,4,201939,Stephen Curry,Regular,7,1,17,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612744,Golden State Warriors,0021500144:4:4:07,BKN
217,-1,232,Running Layup Shot,0.34642842,101127,Jarrett Jack,-1.25639,31.65442,Missed Shot,20151114,462,21500144,Shot Chart Detail,1,GSW,-1,31,0,4,201939,Stephen Curry,Regular,22,1,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500144:4:0:22,BKN
218,2,233,Turnaround Jump Shot,8.490754369,101127,Jarrett Jack,26.28704,34.82574,Missed Shot,20151114,499,21500144,Shot Chart Detail,1,GSW,27,43,4,5,201939,Stephen Curry,Regular,0,1,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500144:5:4:00,BKN
219,8,234,Driving Dunk Shot,5.915609248,201572,Brook Lopez,6.31637,20.1955,Made Shot,20151114,510,21500144,Shot Chart Detail,1,GSW,5,26,2,5,201939,Stephen Curry,Regular,5,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500144:5:2:05,BKN
220,8,235,Step Back Jump shot,12.66693625,101127,Jarrett Jack,13.43855,34.50832,Missed Shot,20151114,522,21500144,Shot Chart Detail,1,GSW,24,40,0,5,201939,Stephen Curry,Regular,38,1,17,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612744,Golden State Warriors,0021500144:5:0:38,BKN
221,0,236,Jump Shot,10.96961277,200768,Kyle Lowry,6.20535,42.16824,Missed Shot,20151117,8,21500164,Shot Chart Detail,1,GSW,12,51,11,1,201939,Stephen Curry,Regular,3,1,23,0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612744,Golden State Warriors,0021500164:1:11:03,TOR
222,-1,237,Driving Floating Jump Shot,7.082470429,201960,DeMarre Carroll,14.35662,34.9889,Missed Shot,20151117,18,21500164,Shot Chart Detail,1,GSW,7,36,9,1,201939,Stephen Curry,Regular,51,1,4,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612744,Golden State Warriors,0021500164:1:9:51,TOR
223,5,238,Running Layup Shot,5.638203942,200768,Kyle Lowry,6.1735,16.77004,Made Shot,20151117,40,21500164,Shot Chart Detail,1,GSW,0,16,7,1,201939,Stephen Curry,Regular,50,1,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500164:1:7:50,TOR
224,-4,239,Jump Shot,5.347026698,201942,DeMar DeRozan,6.04609,20.45627,Missed Shot,20151117,93,21500164,Shot Chart Detail,1,GSW,0,18,2,1,201939,Stephen Curry,Regular,54,1,3,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500164:1:2:54,TOR
225,-1,240,Pullup Jump shot,11.39303995,201942,DeMar DeRozan,21.84253,19.49383,Made Shot,20151117,96,21500164,Shot Chart Detail,1,GSW,24,8,2,1,201939,Stephen Curry,Regular,39,1,26,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500164:1:2:39,TOR
226,-3,241,Pullup Jump shot,2.884777835,200768,Kyle Lowry,23.9099,35.46861,Missed Shot,20151117,98,21500164,Shot Chart Detail,1,GSW,26,36,2,1,201939,Stephen Curry,Regular,8,1,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500164:1:2:08,TOR
227,-2,242,Jump Shot,10.55921021,200768,Kyle Lowry,11.5726,39.53427,Missed Shot,20151117,103,21500164,Shot Chart Detail,1,GSW,4,47,1,1,201939,Stephen Curry,Regular,52,1,23,0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612744,Golden State Warriors,0021500164:1:1:52,TOR
228,-1,243,Step Back Jump shot,3.11852156,201942,DeMar DeRozan,12.35357,6.60313,Missed Shot,20151117,114,21500164,Shot Chart Detail,1,GSW,13,3,1,1,201939,Stephen Curry,Regular,12,1,20,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612744,Golden State Warriors,0021500164:1:1:12,TOR
229,4,244,Pullup Jump shot,6.04460255,201949,James Johnson,21.66438,11.06664,Made Shot,20151117,121,21500164,Shot Chart Detail,1,GSW,26,7,0,1,201939,Stephen Curry,Regular,19,1,25,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500164:1:0:19,TOR
230,8,245,Driving Finger Roll Layup Shot,10.19088624,202685,Jonas Valanciunas,0.3392,26.21704,Made Shot,20151117,194,21500164,Shot Chart Detail,1,GSW,0,36,3,2,201939,Stephen Curry,Regular,57,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500164:2:3:57,TOR
231,10,246,Turnaround Jump Shot,12.31304002,200768,Kyle Lowry,9.33383,30.82964,Made Shot,20151117,200,21500164,Shot Chart Detail,1,GSW,13,19,3,2,201939,Stephen Curry,Regular,17,1,5,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612744,Golden State Warriors,0021500164:2:3:17,TOR
232,12,247,Pullup Jump shot,2.656057506,200768,Kyle Lowry,25.76688,15.83961,Missed Shot,20151117,211,21500164,Shot Chart Detail,1,GSW,28,16,2,2,201939,Stephen Curry,Regular,8,1,25,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500164:2:2:08,TOR
233,18,248,Pullup Jump shot,12.26952619,2449,Luis Scola,11.91915,14.64386,Made Shot,20151117,218,21500164,Shot Chart Detail,1,GSW,23,11,1,2,201939,Stephen Curry,Regular,25,1,25,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500164:2:1:25,TOR
234,18,249,Pullup Jump shot,10.48622258,202685,Jonas Valanciunas,66.18883,24.16358,Made Shot,20151117,240,21500164,Shot Chart Detail,1,GSW,55,25,11,3,201939,Stephen Curry,Regular,44,1,20,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612744,Golden State Warriors,0021500164:3:11:44,TOR
235,8,250,Driving Finger Roll Layup Shot,11.29104569,201942,DeMar DeRozan,85.94063,29.5549,Made Shot,20151117,284,21500164,Shot Chart Detail,1,GSW,93,38,5,3,201939,Stephen Curry,Regular,56,1,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500164:3:5:56,TOR
236,8,251,Jump Shot,9.816675732,202709,Cory Joseph,6.23686,2.96611,Missed Shot,20151117,291,21500164,Shot Chart Detail,1,GSW,13,9,5,3,201939,Stephen Curry,Regular,16,1,26,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500164:3:5:16,TOR
237,8,252,Floating Jump shot,14.3396359,202335,Patrick Patterson,65.15078,19.38576,Made Shot,20151117,304,21500164,Shot Chart Detail,1,GSW,53,27,4,3,201939,Stephen Curry,Regular,13,1,14,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612744,Golden State Warriors,0021500164:3:4:13,TOR
238,7,253,Pullup Jump shot,5.472099689,202335,Patrick Patterson,74.96165,11.84953,Made Shot,20151117,313,21500164,Shot Chart Detail,1,GSW,71,7,3,3,201939,Stephen Curry,Regular,15,1,25,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500164:3:3:15,TOR
239,7,254,Driving Floating Jump Shot,1.190745326,202709,Cory Joseph,79.73883,22.85148,Made Shot,20151117,350,21500164,Shot Chart Detail,1,GSW,79,21,0,3,201939,Stephen Curry,Regular,16,1,8,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612744,Golden State Warriors,0021500164:3:0:16,TOR
240,TIE,255,Floating Jump shot,8.59091939,202685,Jonas Valanciunas,87.61155,24.26557,Missed Shot,20151117,447,21500164,Shot Chart Detail,1,GSW,79,27,6,4,201939,Stephen Curry,Regular,24,1,11,0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612744,Golden State Warriors,0021500164:4:6:24,TOR
241,3,256,Pullup Jump shot,5.148934207,202709,Cory Joseph,67.89565,23.92001,Made Shot,20151117,463,21500164,Shot Chart Detail,1,GSW,63,25,5,4,201939,Stephen Curry,Regular,18,1,25,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500164:4:5:18,TOR
242,5,257,Turnaround Jump Shot,3.641107117,200768,Kyle Lowry,84.85596,34.8409,Made Shot,20151117,518,21500164,Shot Chart Detail,1,GSW,82,37,1,4,201939,Stephen Curry,Regular,28,1,16,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612744,Golden State Warriors,0021500164:4:1:28,TOR
243,1,258,Jump Shot,2.896413024,201960,DeMarre Carroll,87.06395,27.63944,Missed Shot,20151117,545,21500164,Shot Chart Detail,1,GSW,89,26,0,4,201939,Stephen Curry,Regular,25,1,5,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612744,Golden State Warriors,0021500164:4:0:25,TOR
244,-3,259,Jump Shot,4.306547284,201599,DeAndre Jordan,66.73166,8.45136,Made Shot,20151119,8,21500177,Shot Chart Detail,0,LAC,67,4,11,1,201939,Stephen Curry,Regular,8,1,26,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500177:1:11:08,GSW
245,-1,260,Jump Shot,0.619354063,2037,Jamal Crawford,62.82206,15.82244,Missed Shot,20151119,10,21500177,Shot Chart Detail,0,LAC,62,16,10,1,201939,Stephen Curry,Regular,39,1,27,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500177:1:10:39,GSW
246,21,261,Jump Shot,4.46892942,2746,Josh Smith,69.0562,36.68812,Missed Shot,20151119,136,21500177,Shot Chart Detail,0,LAC,69,41,10,2,201939,Stephen Curry,Regular,1,1,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500177:2:10:01,GSW
247,23,262,Jump Shot,10.05581674,2746,Josh Smith,90.64586,34.78723,Missed Shot,20151119,143,21500177,Shot Chart Detail,0,LAC,97,27,9,2,201939,Stephen Curry,Regular,3,1,3,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500177:2:9:03,GSW
248,21,263,Reverse Layup Shot,15.70647422,203085,Austin Rivers,86.65089,28.39001,Missed Shot,20151119,157,21500177,Shot Chart Detail,0,LAC,89,43,8,2,201939,Stephen Curry,Regular,1,1,3,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500177:2:8:01,GSW
249,18,264,Jump Shot,5.697087554,2746,Josh Smith,58.59205,37.12182,Made Shot,20151119,159,21500177,Shot Chart Detail,0,LAC,53,39,7,2,201939,Stephen Curry,Regular,54,1,23,1,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612744,Golden State Warriors,0021500177:2:7:54,GSW
250,23,265,Jump Shot,2.677421273,2746,Josh Smith,66.89794,21.21091,Missed Shot,20151119,174,21500177,Shot Chart Detail,0,LAC,64,20,6,2,201939,Stephen Curry,Regular,45,1,26,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500177:2:6:45,GSW
251,15,266,Driving Layup Shot,6.847117219,203085,Austin Rivers,50.66725,45.69001,Made Shot,20151119,247,21500177,Shot Chart Detail,0,LAC,52,39,2,2,201939,Stephen Curry,Regular,33,1,3,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500177:2:2:33,GSW
